"COL 1","COL 2","COL 3","COL 4","COL 5","Customer_ID"
"10 Best Foods for You","Loved Very helpful","Positive","0.44999999999999996","0.55","43"
"10 Best Foods for You","Good healthy foods.","Positive","0.6","0.55","44"
"10 Best Foods for You","Waste time It needs internet time n ask calls information","Negative","-0.2","0.0","45"
"10 Best Foods for You","Best thing I lost ten lbs. two months help tips","Positive","0.5","0.15","46"
"10 Best Foods for You","Ten best food promote good health Good health essential long healthy lifestyle make habit eat foods promote good health. Eat fruits veggies every day.","Positive","0.44375","0.41250000000000003","47"
"10 Best Foods for You","Healthy Food Really good information eat healthy","Positive","0.5666666666666667","0.5333333333333333","48"
"10 Best Foods for You","My mom dad important thing This good share","Positive","0.55","0.8","49"
"10 Best Foods for You","A big thanks ds I got bst gd health","Positive","0.1","0.15000000000000002","50"
"10 Best Foods for You","Lovely Best everyone needs","Positive","0.75","0.525","51"
"10 Best Foods for You","Love It I lost 6Pounds far 215 209","Positive","0.3","0.8","52"
"10 Best Foods for You","I like","Neutral","0.0","0.0","53"
"10 Best Foods for You","Thanks helpful app.","Positive","0.2","0.2","54"
"10 Best Foods for You","good food really good eat","Positive","0.7","0.6000000000000001","55"
"10 Best Foods for You","Thanks Thank u much","Positive","0.2","0.2","56"
"10 Best Foods for You","Love This really good","Positive","0.6","0.6000000000000001","57"
"10 Best Foods for You","This helpful","Neutral","0.0","0.0","58"
"10 Best Foods for You","I love","Positive","0.5","0.6","59"
"10 Best Foods for You","Very useful","Positive","0.39","0.0","60"
"10 Best Foods for You","Great Love","Positive","0.65","0.675","61"
"10 Best Foods for You","Very informative","Positive","0.2","0.3","62"
"10 Best Foods for You","Luv","Neutral","0.0","0.0","63"
"10 Best Foods for You","great","Positive","0.8","0.75","64"
"10 Best Foods for You","Wonderful","Positive","1.0","1.0","65"
"10 Best Foods for You","Doesn't work... Zero","Neutral","0.0","0.0","66"
"10 Best Foods for You","Weight loss Not bad","Positive","0.3499999999999999","0.6666666666666666","67"
"10 Best Foods for You","10 best foods 4u Excellent chose foods","Positive","1.0","0.65","68"
"10 Best Foods for You","This needed most.","Positive","0.5","0.5","69"
"10 Best Foods for You","Faltu plz waste ur time","Negative","-0.2","0.0","70"
"10 Best Foods for You","Best food Thank you recipe book","Positive","1.0","0.3","71"
"10 Best Foods for You","I Love Good","Positive","0.6","0.6000000000000001","72"
"10 Best Foods for You","I like Superb","Positive","1.0","1.0","73"
"10 Best Foods for You","Good V good","Positive","0.7","0.6000000000000001","74"
"10 Best Foods for You","Healthy","Positive","0.5","0.5","75"
"10 Best Foods for You","Quick Read.","Positive","0.3333333333333333","0.5","76"
"10 Best Foods for You","Great ideas","Positive","0.8","0.75","77"
"10 Best Foods for You","Too good","Positive","0.7","0.6000000000000001","78"
"10 Best Foods for You","Cool.","Positive","0.35","0.65","79"
"10 Best Foods for You","Good","Positive","0.7","0.6000000000000001","80"
"10 Best Foods for You","Good","Positive","0.7","0.6000000000000001","81"
"10 Best Foods for You","Best Best","Positive","1.0","0.3","82"
"10 Best Foods for You","Great Great","Positive","0.8","0.75","83"
"10 Best Foods for You","Food list easy I predibetic, I scared. All Dr. said potatoes, rice, bread. He never told I could eat. I supplied paperwork stating things could happen me. This tells get works. Thank calming down.AWESOME APP. GET IT!!!!","Positive","1.0","0.8333333333333334","84"
"10 Best Foods for You","Great wife. My wife enjoy much. She's kinda person like follow health diet... She's spending much time front PC find appropriate diet food her. Now found magnificent app! Thank you! Thumbs up.","Positive","0.5166666666666667","0.525","85"
"10 Best Foods for You","Great! Very interesting useful application. I like it!","Positive","0.6749999999999999","0.4666666666666666","86"
"10 Best Foods for You","Crap Doesn't work","Negative","-0.8","0.8","87"
"10 Best Foods for You","This 5 starr Download","Neutral","0.0","0.0","88"
"10 Best Foods for You","I like Was helpful","Neutral","0.0","0.0","89"
"10 Best Foods for You","nice super get","Positive","0.4666666666666667","0.8333333333333333","90"
"10 Best Foods for You","Nice Nice collection","Positive","0.6","1.0","91"
"10 Best Foods for You","Wow","Positive","0.1","1.0","92"
"10 Best Foods for You","Interesting. It interesting info, I think worth storage space phone. I'd rather research computer print list. Neat idea, make life easier, provide entertainment, I expect app.","Positive","0.43333333333333335","0.3666666666666667","93"
"10 Best Foods for You","Luv it! Simple, easy understand, well thought I follow step step problems see results. I also luv apps, gives food choices. But looks like foundation. Keep good work!","Positive","0.4361111111111111","0.5968253968253968","94"
"10 Best Foods for You","Not good Its good u net connection u can't play app.so much good.","Positive","0.26249999999999996","0.45000000000000007","95"
"10 Best Foods for You","Awesome resources I begin new journey. I can't see great results!","Positive","0.712121212121212","0.7348484848484849","96"
"10 Best Foods for You","Boring. I thought actually just texts that's it. Too poor old texts....","Negative","-0.32499999999999996","0.47500000000000003","97"
"10 Best Foods for You","Love app. It gives way good idea I buying store eating daily basis","Positive","0.39999999999999997","0.4000000000000001","98"
"10 Best Foods for You","Great Its really best unique provides detailed information food nutritious staying healthy hats developer giving free.","Positive","0.5791666666666666","0.6833333333333332","99"
"10 Best Foods for You","Nothing special! Could find anything useful!","Positive","0.4107142857142857","0.2857142857142857","100"
"10 Best Foods for You","Its ok I love ok.","Positive","0.5","0.5333333333333333","101"
"10 Best Foods for You","I like eat delicious food. That's I'm cooking food myself, case ""10 Best Foods"" helps lot, also ""Best Before (Shelf Life)""","Positive","1.0","0.5333333333333333","102"
"10 Best Foods for You","This help eating healthy exercise regular basis","Positive","0.25","0.28846153846153844","103"
"10 Best Foods for You","nan","nan","nan","nan","104"
"10 Best Foods for You","Works great especially going grocery store","Positive","0.4","0.875","105"
"10 Best Foods for You","Best idea us","Positive","1.0","0.3","106"
"10 Best Foods for You","Best way","Positive","1.0","0.3","107"
"10 Best Foods for You","Amazing","Positive","0.6000000000000001","0.9","108"
"10 Best Foods for You","nan","nan","nan","nan","109"
"10 Best Foods for You","Looking forward app,","Neutral","0.0","0.0","110"
"10 Best Foods for You","It helpful site ! It help foods get !","Neutral","0.0","0.0","111"
"10 Best Foods for You","good you.","Positive","0.7","0.6000000000000001","112"
"10 Best Foods for You","Useful information The amount spelling errors questions validity information shared. Once fixed, 5 stars given.","Positive","0.2","0.1","113"
"10 Best Foods for You","Thank you! Great app!! Add arthritis, eyes, immunity, kidney/liver detox foods please. :)","Positive","0.75","0.875","114"
"10 Best Foods for You","Greatest ever Completely awesome maintain health.... This must ppl there... Love it!!!","Positive","0.9921875","0.8666666666666667","115"
"10 Best Foods for You","Good health...... Good health first priority.......","Positive","0.5499999999999999","0.5111111111111112","116"
"10 Best Foods for You","nan","nan","nan","nan","117"
"10 Best Foods for You","Health It's important world either life . think? :)","Positive","0.45","1.0","118"
"10 Best Foods for You","Mrs sunita bhati I thankful developers,to make kind app, really good healthy food body","Positive","0.6","0.6666666666666666","119"
"10 Best Foods for You","Very Useful in diabetes age 30. I need control sugar. thanks","Positive","0.29500000000000004","0.1","120"
"10 Best Foods for You","One greatest apps.","Positive","1.0","1.0","121"
"10 Best Foods for You","good nice","Positive","0.6499999999999999","0.8","122"
"10 Best Foods for You","Healthy Really helped","Positive","0.35","0.35","123"
"10 Best Foods for You","God health","Neutral","0.0","0.0","124"
"10 Best Foods for You","HEALTH SHOULD ALWAYS BE TOP PRIORITY. !!. ON MYSG5.","Positive","0.78125","0.5","125"
"10 Best Foods for You","An excellent A useful","Positive","0.65","0.5","126"
"10 Best Foods for You","I found lot wealth form health...","Neutral","0.0","0.0","127"
"10 Best Foods for You","Because I found important.","Positive","0.4","1.0","128"
"10 Best Foods for You","Healthy Eating","Positive","0.5","0.5","129"
"10 Best Foods for You","Very good Simply good","Positive","0.8049999999999999","0.6900000000000002","130"
"10 Best Foods for You","On test....","Neutral","0.0","0.0","131"
"10 Best Foods for You","Good.!!","Positive","1.0","0.6000000000000001","132"
"10 Best Foods for You","Thanks advice. Downloaded Adobe reader still can't get recipe book?..","Positive","0.2","0.2","133"
"10 Best Foods for You","No recipe book Unable recipe book.","Negative","-0.5","0.5","134"
"10 Best Foods for You","Absolutely Fabulous Phenomenal","Positive","0.45","0.75","135"
"10 Best Foods for You","Great Love food","Positive","0.65","0.675","136"
"10 Best Foods for You","Excellent It really works","Positive","0.6","0.6","137"
"10 Best Foods for You","Best","Positive","1.0","0.3","138"
"10 Best Foods for You","WEALTH OF INFORMATION Very informative ... easy understand. (The ads middle page interupted read). Update: My ""ad comment"" NOT objection ads, literally position ads. Smack dab MIDDLE. I new spartphones & apps. Didnt know NOT Click eveything I saw... But, ... Full Review","Positive","0.1866161616161616","0.3563131313131313","139"
"10 Best Foods for You","Not description good","Positive","0.7","0.6000000000000001","140"
"10 Best Foods for You","Great app. Love","Positive","0.65","0.675","141"
"10 Best Foods for You","Good","Positive","0.7","0.6000000000000001","142"
"10 Best Foods for You","Loved Very helpful","Positive","0.44999999999999996","0.55","143"
"10 Best Foods for You","Good healthy foods.","Positive","0.6","0.55","144"
"10 Best Foods for You","Waste time It needs internet time n ask calls information","Negative","-0.2","0.0","145"
"10 Best Foods for You","Best thing I lost ten lbs. two months help tips","Positive","0.5","0.15","146"
"10 Best Foods for You","Ten best food promote good health Good health essential long healthy lifestyle make habit eat foods promote good health. Eat fruits veggies every day.","Positive","0.44375","0.41250000000000003","147"
"10 Best Foods for You","Healthy Food Really good information eat healthy","Positive","0.5666666666666667","0.5333333333333333","148"
"10 Best Foods for You","My mom dad important thing This good share","Positive","0.55","0.8","149"
"10 Best Foods for You","A big thanks ds I got bst gd health","Positive","0.1","0.15000000000000002","150"
"10 Best Foods for You","Lovely Best everyone needs","Positive","0.75","0.525","151"
"10 Best Foods for You","Love It I lost 6Pounds far 215 209","Positive","0.3","0.8","152"
"10 Best Foods for You","I like","Neutral","0.0","0.0","153"
"10 Best Foods for You","Thanks helpful app.","Positive","0.2","0.2","154"
"10 Best Foods for You","good food really good eat","Positive","0.7","0.6000000000000001","155"
"10 Best Foods for You","Thanks Thank u much","Positive","0.2","0.2","156"
"10 Best Foods for You","Love This really good","Positive","0.6","0.6000000000000001","157"
"10 Best Foods for You","This helpful","Neutral","0.0","0.0","158"
"10 Best Foods for You","I love","Positive","0.5","0.6","159"
"10 Best Foods for You","Very useful","Positive","0.39","0.0","160"
"10 Best Foods for You","Great Love","Positive","0.65","0.675","161"
"10 Best Foods for You","Very informative","Positive","0.2","0.3","162"
"10 Best Foods for You","Luv","Neutral","0.0","0.0","163"
"10 Best Foods for You","great","Positive","0.8","0.75","164"
"10 Best Foods for You","Wonderful","Positive","1.0","1.0","165"
"10 Best Foods for You","Doesn't work... Zero","Neutral","0.0","0.0","166"
"10 Best Foods for You","Weight loss Not bad","Positive","0.3499999999999999","0.6666666666666666","167"
"10 Best Foods for You","10 best foods 4u Excellent chose foods","Positive","1.0","0.65","168"
"10 Best Foods for You","This needed most.","Positive","0.5","0.5","169"
"10 Best Foods for You","Faltu plz waste ur time","Negative","-0.2","0.0","170"
"10 Best Foods for You","Best food Thank you recipe book","Positive","1.0","0.3","171"
"10 Best Foods for You","I Love Good","Positive","0.6","0.6000000000000001","172"
"10 Best Foods for You","I like Superb","Positive","1.0","1.0","173"
"10 Best Foods for You","Good V good","Positive","0.7","0.6000000000000001","174"
"10 Best Foods for You","Healthy","Positive","0.5","0.5","175"
"10 Best Foods for You","Quick Read.","Positive","0.3333333333333333","0.5","176"
"10 Best Foods for You","Great ideas","Positive","0.8","0.75","177"
"10 Best Foods for You","Too good","Positive","0.7","0.6000000000000001","178"
"10 Best Foods for You","Cool.","Positive","0.35","0.65","179"
"10 Best Foods for You","Good","Positive","0.7","0.6000000000000001","180"
"10 Best Foods for You","Good","Positive","0.7","0.6000000000000001","181"
"10 Best Foods for You","Best Best","Positive","1.0","0.3","182"
"10 Best Foods for You","Great Great","Positive","0.8","0.75","183"
"10 Best Foods for You","Food list easy I predibetic, I scared. All Dr. said potatoes, rice, bread. He never told I could eat. I supplied paperwork stating things could happen me. This tells get works. Thank calming down.AWESOME APP. GET IT!!!!","Positive","1.0","0.8333333333333334","184"
"10 Best Foods for You","Great wife. My wife enjoy much. She's kinda person like follow health diet... She's spending much time front PC find appropriate diet food her. Now found magnificent app! Thank you! Thumbs up.","Positive","0.5166666666666667","0.525","185"
"10 Best Foods for You","Great! Very interesting useful application. I like it!","Positive","0.6749999999999999","0.4666666666666666","186"
"10 Best Foods for You","Crap Doesn't work","Negative","-0.8","0.8","187"
"10 Best Foods for You","This 5 starr Download","Neutral","0.0","0.0","188"
"10 Best Foods for You","I like Was helpful","Neutral","0.0","0.0","189"
"10 Best Foods for You","nice super get","Positive","0.4666666666666667","0.8333333333333333","190"
"10 Best Foods for You","Nice Nice collection","Positive","0.6","1.0","191"
"10 Best Foods for You","Wow","Positive","0.1","1.0","192"
"10 Best Foods for You","Interesting. It interesting info, I think worth storage space phone. I'd rather research computer print list. Neat idea, make life easier, provide entertainment, I expect app.","Positive","0.43333333333333335","0.3666666666666667","193"
"10 Best Foods for You","Luv it! Simple, easy understand, well thought I follow step step problems see results. I also luv apps, gives food choices. But looks like foundation. Keep good work!","Positive","0.4361111111111111","0.5968253968253968","194"
"10 Best Foods for You","Not good Its good u net connection u can't play app.so much good.","Positive","0.26249999999999996","0.45000000000000007","195"
"10 Best Foods for You","Awesome resources I begin new journey. I can't see great results!","Positive","0.712121212121212","0.7348484848484849","196"
"10 Best Foods for You","Boring. I thought actually just texts that's it. Too poor old texts....","Negative","-0.32499999999999996","0.47500000000000003","197"
"10 Best Foods for You","Love app. It gives way good idea I buying store eating daily basis","Positive","0.39999999999999997","0.4000000000000001","198"
"10 Best Foods for You","Great Its really best unique provides detailed information food nutritious staying healthy hats developer giving free.","Positive","0.5791666666666666","0.6833333333333332","199"
"10 Best Foods for You","Nothing special! Could find anything useful!","Positive","0.4107142857142857","0.2857142857142857","200"
"10 Best Foods for You","Its ok I love ok.","Positive","0.5","0.5333333333333333","201"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Great","Positive","0.8","0.75","202"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","nice","Positive","0.6","1.0","203"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Almost mobile phone","Neutral","0.0","0.0","204"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very effective, efficient convenient find available jobs. Keep good work power 104 Job Search.","Positive","0.6266666666666667","0.6666666666666666","205"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Easy intuitive","Positive","0.43333333333333335","0.8333333333333334","206"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","good searching job internship","Positive","0.7","0.6000000000000001","207"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Not bad, price little bit expensive","Negative","-0.11250000000000003","0.6222222222222221","208"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy use!","Positive","0.5416666666666667","0.8333333333333334","209"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","job search results iOS e.g. security","Neutral","0.0","0.0","210"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy","Positive","0.43333333333333335","0.8333333333333334","211"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Well, it is also the largest human bank in Taiwan. Can you please app ui?","Neutral","0.0","0.1","212"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Great","Positive","0.8","0.75","213"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","So","Neutral","0.0","0.0","214"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very useful","Positive","0.39","0.0","215"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Helpful","Neutral","0.0","0.0","216"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very good job hunt","Positive","0.9099999999999999","0.7800000000000001","217"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Easy to use.","Positive","0.43333333333333335","0.8333333333333334","218"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","nice","Positive","0.6","1.0","219"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Good find job easily","Positive","0.5666666666666667","0.7166666666666668","220"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Good meet good","Positive","0.7","0.6000000000000001","221"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Awesomeee","Neutral","0.0","0.0","222"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Why English version???","Neutral","0.0","0.0","223"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","The operation interface & information content is richer than 1111, and it is also better to use/utility without flashing back.","Positive","0.25","0.25","224"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Nice","Positive","0.6","1.0","225"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Is the development method completed in the early days, the computer web version and the mobile app, the function seems to be short or not the same in the same function page. For example, the similar work function of similar companies is not in the app version.","Positive","0.016666666666666666","0.27499999999999997","226"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","This better suited possibly somebody understands pitfalls modern technology","Positive","0.2333333333333333","0.6","227"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Useful handy terminal mobile devices, UI/UX improved :)","Positive","0.4666666666666666","0.6333333333333333","228"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","104 job hunt So amazing.. easy use.. thanx guys","Positive","0.5166666666666667","0.8666666666666667","229"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Convenient, easy using many large corporation it.","Positive","0.3825396825396825","0.5873015873015873","230"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Easy to use interface","Positive","0.43333333333333335","0.8333333333333334","231"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy simple easy use.","Positive","0.2888888888888889","0.6746031746031745","232"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy found job","Positive","0.43333333333333335","0.8333333333333334","233"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Great","Positive","0.8","0.75","234"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Useful This useful Chinese difficult people's read Chinese. If add English language useful.","Positive","0.05714285714285714","0.14285714285714285","235"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Selling a phone number? After completing the resume for 20 minutes, I was hit by my 4 mobile phones, including Nanshan Life Insurance.","Neutral","0.0","0.0","236"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very helpful Very easy user-friendly. Brilliant app.","Positive","0.5544444444444445","0.7666666666666666","237"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Good Very helpful","Positive","0.44999999999999996","0.45000000000000007","238"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very good, very convenient, easy to use, very beautiful, very good","Positive","0.6906666666666667","0.7386666666666668","239"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Ok","Positive","0.5","0.5","240"
"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Nice","Positive","0.6","1.0","241"
"11st","Horrible ID verification","Negative","-1.0","1.0","242"
"11st","Easy even basic Korean. Searching English usually bring results products shipped overseas, best search Korean.","Positive","0.23666666666666666","0.3016666666666667","243"
"11st","Cool","Positive","0.35","0.65","244"
"11st","I do not collect it for a month, but I will not refund it. He said he would only call me all month.","Neutral","0.0","1.0","245"
"11st","Top bar missing newest update. Hard shop can't search...","Positive","0.002777777777777768","0.36388888888888893","246"
"11st","There is nothing missing ~ !!!","Negative","-0.390625","0.05","247"
"11st","Refund takes long.. 3 days still received money.. crazy","Negative","-0.325","0.65","248"
"11st","I enjoying online shopping via 11st app. Perfect!","Positive","0.75","0.8","249"
"11st","good enough","Positive","0.35","0.55","250"
"11st","I switching gMarket Twice 11st's new face!","Positive","0.17045454545454544","0.45454545454545453","251"
"11st","forced full screen popups","Positive","0.024999999999999967","0.375","252"
"11st","Is it sound like you want to clear Chrome and pay for it again because Android users can not pay for Chrome error? I have to fix the app. Is it really true? It's makgeolli.","Positive","0.2833333333333333","0.4777777777777778","253"
"11st","Ok","Positive","0.5","0.5","254"
"11st","I am trying to update every time but I do not stall. It's still difficult to search, and I'm tired of seeing categories by category. The benefits are getting less and less.","Negative","-0.30833333333333335","0.4583333333333333","255"
"11st","Just try.. So far good","Positive","0.39999999999999997","0.8","256"
"11st","Icon name is strange after updating","Negative","-0.05","0.15","257"
"11st","com.skplanet.syruppay.cardrecognizedlib","Neutral","0.0","0.0","258"
"11st","Nice","Positive","0.6","1.0","259"
"11st","best shop","Positive","1.0","0.3","260"
"11st","I forgot password can't get new","Positive","0.13636363636363635","0.45454545454545453","261"
"11st","best","Positive","1.0","0.3","262"
"11st","I love","Positive","0.5","0.6","263"
"11st","Force update","Neutral","0.0","0.0","264"
"11st","She","Neutral","0.0","0.0","265"
"11st","Love Nature","Positive","0.5","0.6","266"
"11st","Language barrier. I understand Korea. I want English.","Neutral","0.0","0.0","267"
"11st","Shipping View Flexible View Make it right? Why do not you come out ???","Positive","0.2857142857142857","0.5357142857142857","268"
"11st","0 points I want to give No -10000000000000 points shortage I clicked on the Internet address I could not find the product I popped up and the 11th Avenue app was automatically turned on and it was automatically abducted so I can not use the internet app.","Neutral","0.0","0.0","269"
"11st",,"Neutral","0.0","0.0","270"
"11st","Five star Its nice","Positive","0.6","1.0","271"
"11st","Forced termination is too severe. If you try to view detailed information, it will be forcibly terminated.","Positive","0.19999999999999998","0.65","272"
"11st","Open Market Revolution A section of the Helo-Ship open market mobile service. There are still many page areas that can not be served by mobile service, and the interface is also an urgent level for page loading. If you understand that there is a limit to the source control of the product information provided by the sellers, it is a chronic problem that problems arise in the loading of coupons or on the benefit management page.","Positive","0.16666666666666666","0.5","273"
"11st","English version Hi possible English version. Thank you.","Neutral","0.0","0.3333333333333333","274"
"11st","If you have a phone that is authenticated by OTP and you call the agent, you will be able to find it .... There is a letter authentication and there is also an e-mail .. If you do not do such a thing and call a counselor,","Positive","0.25","0.5625","275"
"11st","It has been slowed down since the last update. It's hard for me to pay for the product ... I'll give up when I'm alive.","Negative","-0.08680555555555558","0.3243055555555555","276"
"11st","good good","Positive","0.7","0.6000000000000001","277"
"11st","If a network error occurs, the app should save the state and try again, or try to re-point the next time, but that's it and it's gone. It's totally tough.","Negative","-0.19444444444444445","0.4166666666666667","278"
"11st","Problem language I dont understand language used app. I advise keep option user choose language may prefer","Neutral","0.0","0.0","279"
"11st","Nice So nice Apps.","Positive","0.6","1.0","280"
"11st","Don't English language like","Neutral","0.0","0.0","281"
"1800 Contacts - Lens Store","Great hassle free way order contacts. Got call reminding prescription expires tomorrow.","Positive","0.6000000000000001","0.775","282"
"1800 Contacts - Lens Store","It's expensive I expected (I thought I'd saving money, cutting middle man), waaaaay convenient doctor's office.","Negative","-0.3","0.5","283"
"1800 Contacts - Lens Store","Super fast navigation brand fast/easy checkout additional ads BS","Positive","0.26666666666666666","0.6333333333333333","284"
"1800 Contacts - Lens Store","Easy step step process correct information took 5 minutes place order.","Positive","0.43333333333333335","0.8333333333333334","285"
"1800 Contacts - Lens Store","Placing order easy especially paper copy Rx. I'll update review I receive order rebate.","Positive","0.21666666666666667","0.9166666666666667","286"
"1800 Contacts - Lens Store","Super fast ordering reordering easy interface. Love convenience app!","Positive","0.3979166666666667","0.675","287"
"1800 Contacts - Lens Store","I love makes getting contacts easy!♥️","Positive","0.5","0.6","288"
"1800 Contacts - Lens Store","Easy use. Will def recommend","Positive","0.43333333333333335","0.8333333333333334","289"
"1800 Contacts - Lens Store","Love app. Super easy use. Ordered contacts less minute.","Positive","0.27499999999999997","0.5416666666666667","290"
